Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
1090,Entry long,2025-09-12 14:53,Long,24147.25,1,24147.25,9,0.02,23.5,0.05,-119.5,-0.25,1631,16.31
1091,Exit long,2025-09-15 07:24,Exit Long,24139.75,1,24130.5,18.5,0.04,27.5,0.06,-2,0.00,1649.5,16.50
1091,Entry long,2025-09-15 07:01,Long,24130.5,1,24130.5,18.5,0.04,27.5,0.06,-2,0.00,1649.5,16.50
1092,Exit long,2025-09-15 08:06,Exit Long,24151,1,24141.75,18.5,0.04,23,0.05,-14,-0.03,1668,16.68
1092,Entry long,2025-09-15 07:37,Long,24141.75,1,24141.75,18.5,0.04,23,0.05,-14,-0.03,1668,16.68
1093,Exit long,2025-09-15 09:33,Exit Long,24208.25,1,24176.75,63,0.13,71,0.15,-18.5,-0.04,1731,17.31
1093,Entry long,2025-09-15 09:24,Long,24176.75,1,24176.75,63,0.13,71,0.15,-18.5,-0.04,1731,17.31
1094,Exit long,2025-09-15 10:47,Exit Long,24260,1,24247,26,0.05,28,0.06,-52,-0.11,1757,17.57
1094,Entry long,2025-09-15 10:27,Long,24247,1,24247,26,0.05,28,0.06,-52,-0.11,1757,17.57
1095,Exit long,2025-09-15 16:40,Exit Long,24297.25,1,24288,18.5,0.04,55.5,0.11,-85.5,-0.18,1775.5,17.76
1095,Entry long,2025-09-15 12:14,Long,24288,1,24288,18.5,0.04,55.5,0.11,-85.5,-0.18,1775.5,17.76
1096,Exit long,2025-09-15 21:17,Exit Long,24553.25,1,24545,16.5,0.03,22.5,0.05,-37,-0.08,1792,17.92
1096,Entry long,2025-09-15 19:56,Long,24545,1,24545,16.5,0.03,22.5,0.05,-37,-0.08,1792,17.92
1097,Exit long,2025-09-15 21:47,Exit Long,24561.25,1,24553.5,15.5,0.03,16.5,0.03,-4.5,-0.01,1807.5,18.08
1097,Entry long,2025-09-15 21:36,Long,24553.5,1,24553.5,15.5,0.03,16.5,0.03,-4.5,-0.01,1807.5,18.08
1098,Exit long,2025-09-15 22:32,Exit Long,24575.5,1,24560.25,30.5,0.06,47.5,0.10,-3,-0.01,1838,18.38
1098,Entry long,2025-09-15 22:12,Long,24560.25,1,24560.25,30.5,0.06,47.5,0.10,-3,-0.01,1838,18.38
1099,Exit long,2025-09-16 01:14,Exit Long,24591.75,1,24585.5,12.5,0.03,13.5,0.03,-17,-0.03,1850.5,18.51
1099,Entry long,2025-09-15 23:49,Long,24585.5,1,24585.5,12.5,0.03,13.5,0.03,-17,-0.03,1850.5,18.51
1100,Exit long,2025-09-16 01:52,Exit Long,24598.25,1,24588.75,19,0.04,26.5,0.05,-5.5,-0.01,1869.5,18.70
1100,Entry long,2025-09-16 01:40,Long,24588.75,1,24588.75,19,0.04,26.5,0.05,-5.5,-0.01,1869.5,18.70
1101,Exit long,2025-09-16 03:34,Exit Long,24613,1,24601.5,23,0.05,26,0.05,-39,-0.08,1892.5,18.93
1101,Entry long,2025-09-16 02:03,Long,24601.5,1,24601.5,23,0.05,26,0.05,-39,-0.08,1892.5,18.93
1102,Exit long,2025-09-16 06:06,Exit Long,24619.5,1,24644.75,-50.5,-0.10,0.5,0.00,-56.5,-0.11,1842,18.42
1102,Entry long,2025-09-16 05:08,Long,24644.75,1,24644.75,-50.5,-0.10,0.5,0.00,-56.5,-0.11,1842,18.42
1103,Exit short,2025-09-16 07:18,Exit Short,24615.5,1,24619.5,8,0.02,10,0.02,-25.5,-0.05,1850,18.50
1103,Entry short,2025-09-16 06:06,Short,24619.5,1,24619.5,8,0.02,10,0.02,-25.5,-0.05,1850,18.50
1104,Exit short,2025-09-16 09:37,Exit Short,24562.75,1,24590.75,56,0.11,62.5,0.13,-38,-0.08,1906,19.06
1104,Entry short,2025-09-16 08:26,Short,24590.75,1,24590.75,56,0.11,62.5,0.13,-38,-0.08,1906,19.06
1105,Exit short,2025-09-16 22:20,Exit Short,24522,1,24528,12,0.02,58,0.12,-66.5,-0.14,1918,19.18
1105,Entry short,2025-09-16 10:13,Short,24528,1,24528,12,0.02,58,0.12,-66.5,-0.14,1918,19.18
1106,Exit short,2025-09-17 03:52,Exit Short,24552.5,1,24519,-67,-0.14,38.5,0.08,-68,-0.14,1851,18.51
1106,Entry short,2025-09-16 22:49,Short,24519,1,24519,-67,-0.14,38.5,0.08,-68,-0.14,1851,18.51
1107,Exit long,2025-09-17 10:36,Exit Long,24439.5,1,24552.5,-226,-0.46,1,0.00,-236,-0.48,1625,16.25
1107,Entry long,2025-09-17 03:52,Long,24552.5,1,24552.5,-226,-0.46,1,0.00,-236,-0.48,1625,16.25
1108,Exit short,2025-09-17 11:02,Exit Short,24419.5,1,24439.5,40,0.08,59.5,0.12,-19.5,-0.04,1665,16.65
1108,Entry short,2025-09-17 10:36,Short,24439.5,1,24439.5,40,0.08,59.5,0.12,-19.5,-0.04,1665,16.65
1109,Exit long,2025-09-17 14:06,Exit Long,24502.25,1,24459.25,86,0.18,130,0.27,-34,-0.07,1751,17.51
1109,Entry long,2025-09-17 14:00,Long,24459.25,1,24459.25,86,0.18,130,0.27,-34,-0.07,1751,17.51
1110,Exit long,2025-09-17 22:19,Exit Long,24605,1,24577.25,55.5,0.11,56.5,0.11,-35,-0.07,1806.5,18.07
1110,Entry long,2025-09-17 19:18,Long,24577.25,1,24577.25,55.5,0.11,56.5,0.11,-35,-0.07,1806.5,18.07
1111,Exit long,2025-09-18 02:05,Exit Long,24608.75,1,24638.25,-59,-0.12,31,0.06,-64,-0.13,1747.5,17.47
1111,Entry long,2025-09-17 23:21,Long,24638.25,1,24638.25,-59,-0.12,31,0.06,-64,-0.13,1747.5,17.47
1112,Exit short,2025-09-18 02:16,Exit Short,24591.25,1,24608.75,35,0.07,43,0.09,-2,0.00,1782.5,17.83
1112,Entry short,2025-09-18 02:05,Short,24608.75,1,24608.75,35,0.07,43,0.09,-2,0.00,1782.5,17.83
1113,Exit long,2025-09-18 07:17,Exit Long,24750.25,1,24729.75,41,0.08,47,0.10,-73.5,-0.15,1823.5,18.24
1113,Entry long,2025-09-18 05:11,Long,24729.75,1,24729.75,41,0.08,47,0.10,-73.5,-0.15,1823.5,18.24
1114,Exit short,2025-09-18 09:51,Exit Short,24690.5,1,24656.25,-68.5,-0.14,115,0.23,-114.5,-0.23,1755,17.55
1114,Entry short,2025-09-18 09:31,Short,24656.25,1,24656.25,-68.5,-0.14,115,0.23,-114.5,-0.23,1755,17.55
1115,Exit long,2025-09-18 10:07,Exit Long,24738.5,1,24690.5,96,0.19,99,0.20,-98,-0.20,1851,18.51
1115,Entry long,2025-09-18 09:51,Long,24690.5,1,24690.5,96,0.19,99,0.20,-98,-0.20,1851,18.51
1116,Exit long,2025-09-18 13:57,Exit Long,24730.25,1,24793.25,-126,-0.25,7,0.01,-133.5,-0.27,1725,17.25
1116,Entry long,2025-09-18 13:02,Long,24793.25,1,24793.25,-126,-0.25,7,0.01,-133.5,-0.27,1725,17.25
1117,Exit short,2025-09-18 15:26,Exit Short,24725.75,1,24730.25,9,0.02,15,0.03,-72,-0.15,1734,17.34
1117,Entry short,2025-09-18 13:57,Short,24730.25,1,24730.25,9,0.02,15,0.03,-72,-0.15,1734,17.34
1118,Exit short,2025-09-18 20:03,Exit Short,24747.25,1,24698.5,-97.5,-0.20,27.5,0.06,-100,-0.20,1636.5,16.36
1118,Entry short,2025-09-18 16:00,Short,24698.5,1,24698.5,-97.5,-0.20,27.5,0.06,-100,-0.20,1636.5,16.36
1119,Exit long,2025-09-19 09:17,Exit Long,24763,1,24747.25,31.5,0.06,35,0.07,-184.5,-0.37,1668,16.68
1119,Entry long,2025-09-18 20:03,Long,24747.25,1,24747.25,31.5,0.06,35,0.07,-184.5,-0.37,1668,16.68
1120,Exit short,2025-09-19 11:27,Exit Short,24725.5,1,24745.25,39.5,0.08,53,0.11,-13.5,-0.03,1707.5,17.08
1120,Entry short,2025-09-19 11:05,Short,24745.25,1,24745.25,39.5,0.08,53,0.11,-13.5,-0.03,1707.5,17.08
1121,Exit long,2025-09-19 13:49,Exit Long,24826.75,1,24820.75,12,0.02,27.5,0.06,-49,-0.10,1719.5,17.20
1121,Entry long,2025-09-19 12:42,Long,24820.75,1,24820.75,12,0.02,27.5,0.06,-49,-0.10,1719.5,17.20
1122,Exit long,2025-09-19 15:56,Exit Long,24878.25,1,24847,62.5,0.13,82,0.17,-12.5,-0.03,1782,17.82
1122,Entry long,2025-09-19 15:48,Long,24847,1,24847,62.5,0.13,82,0.17,-12.5,-0.03,1782,17.82
1123,Exit long,2025-09-22 02:39,Exit Long,24833,1,24877,-88,-0.18,0,0.00,-110,-0.22,1694,16.94
1123,Entry long,2025-09-19 16:35,Long,24877,1,24877,-88,-0.18,0,0.00,-110,-0.22,1694,16.94
1124,Exit short,2025-09-22 02:47,Exit Short,24822.75,1,24833,20.5,0.04,33,0.07,-0.5,0.00,1714.5,17.15
1124,Entry short,2025-09-22 02:39,Short,24833,1,24833,20.5,0.04,33,0.07,-0.5,0.00,1714.5,17.15
1125,Exit short,2025-09-22 03:19,Exit Short,24786,1,24818.25,64.5,0.13,65.5,0.13,-25.5,-0.05,1779,17.79
1125,Entry short,2025-09-22 02:59,Short,24818.25,1,24818.25,64.5,0.13,65.5,0.13,-25.5,-0.05,1779,17.79
1126,Exit short,2025-09-22 09:11,Exit Short,24803.75,1,24773,-61.5,-0.12,13.5,0.03,-66.5,-0.13,1717.5,17.18
1126,Entry short,2025-09-22 07:25,Short,24773,1,24773,-61.5,-0.12,13.5,0.03,-66.5,-0.13,1717.5,17.18
1127,Exit long,2025-09-22 09:24,Exit Long,24815,1,24803.75,22.5,0.05,23,0.05,-12.5,-0.03,1740,17.40
1127,Entry long,2025-09-22 09:11,Long,24803.75,1,24803.75,22.5,0.05,23,0.05,-12.5,-0.03,1740,17.40
1128,Exit long,2025-09-22 10:41,Exit Long,24915.25,1,24859,112.5,0.23,117.5,0.24,-8.5,-0.02,1852.5,18.52
1128,Entry long,2025-09-22 09:49,Long,24859,1,24859,112.5,0.23,117.5,0.24,-8.5,-0.02,1852.5,18.52
1129,Exit long,2025-09-22 12:41,Exit Long,24988.75,1,24968,41.5,0.08,44,0.09,-1.5,0.00,1894,18.94
1129,Entry long,2025-09-22 12:28,Long,24968,1,24968,41.5,0.08,44,0.09,-1.5,0.00,1894,18.94
1130,Exit long,2025-09-22 14:30,Exit Long,25009.25,1,24990,38.5,0.08,49,0.10,-24.5,-0.05,1932.5,19.33
1130,Entry long,2025-09-22 13:23,Long,24990,1,24990,38.5,0.08,49,0.10,-24.5,-0.05,1932.5,19.33
1131,Exit long,2025-09-22 15:16,Exit Long,25024.25,1,25014,20.5,0.04,26.5,0.05,-12,-0.02,1953,19.53
1131,Entry long,2025-09-22 15:01,Long,25014,1,25014,20.5,0.04,26.5,0.05,-12,-0.02,1953,19.53
1132,Exit short,2025-09-23 06:30,Exit Short,24998.75,1,25003.25,9,0.02,9.5,0.02,-26.5,-0.05,1962,19.62
1132,Entry short,2025-09-23 05:25,Short,25003.25,1,25003.25,9,0.02,9.5,0.02,-26.5,-0.05,1962,19.62
1133,Exit short,2025-09-23 12:09,Exit Short,24926.75,1,24936,18.5,0.04,20,0.04,-78,-0.16,1980.5,19.81
1133,Entry short,2025-09-23 10:25,Short,24936,1,24936,18.5,0.04,20,0.04,-78,-0.16,1980.5,19.81
1134,Exit long,2025-09-24 00:54,Exit Long,24851.25,1,24844.75,13,0.03,13.5,0.03,-0.5,0.00,1993.5,19.93
1134,Entry long,2025-09-24 00:44,Long,24844.75,1,24844.75,13,0.03,13.5,0.03,-0.5,0.00,1993.5,19.93
1135,Exit long,2025-09-24 02:06,Exit Long,24863.5,1,24853.25,20.5,0.04,25.5,0.05,-13,-0.03,2014,20.14
1135,Entry long,2025-09-24 01:24,Long,24853.25,1,24853.25,20.5,0.04,25.5,0.05,-13,-0.03,2014,20.14
1136,Exit short,2025-09-24 11:49,Exit Short,24729.75,1,24770.75,82,0.17,85.5,0.17,-28.5,-0.06,2096,20.96
1136,Entry short,2025-09-24 11:34,Short,24770.75,1,24770.75,82,0.17,85.5,0.17,-28.5,-0.06,2096,20.96
1137,Exit long,2025-09-24 16:03,Exit Long,24749.25,1,24740.5,17.5,0.04,29,0.06,-117,-0.24,2113.5,21.14
1137,Entry long,2025-09-24 13:31,Long,24740.5,1,24740.5,17.5,0.04,29,0.06,-117,-0.24,2113.5,21.14
1138,Exit long,2025-09-24 21:23,Exit Long,24777,1,24774.5,5,0.01,11,0.02,-8.5,-0.02,2118.5,21.19
1138,Entry long,2025-09-24 20:33,Long,24774.5,1,24774.5,5,0.01,11,0.02,-8.5,-0.02,2118.5,21.19
1139,Exit short,2025-09-25 02:21,Exit Short,24740,1,24752,24,0.05,28.5,0.06,-13.5,-0.03,2142.5,21.43
1139,Entry short,2025-09-25 01:04,Short,24752,1,24752,24,0.05,28.5,0.06,-13.5,-0.03,2142.5,21.43
1140,Exit short,2025-09-25 03:13,Exit Short,24704,1,24723.75,39.5,0.08,52,0.11,-0.5,0.00,2182,21.82
1140,Entry short,2025-09-25 03:02,Short,24723.75,1,24723.75,39.5,0.08,52,0.11,-0.5,0.00,2182,21.82
1141,Exit short,2025-09-25 05:47,Exit Short,24695.75,1,24717.5,43.5,0.09,58,0.12,-2,0.00,2225.5,22.26
1141,Entry short,2025-09-25 05:40,Short,24717.5,1,24717.5,43.5,0.09,58,0.12,-2,0.00,2225.5,22.26
1142,Exit short,2025-09-25 07:10,Exit Short,24665.5,1,24696.5,62,0.13,65,0.13,-26,-0.05,2287.5,22.88
1142,Entry short,2025-09-25 06:24,Short,24696.5,1,24696.5,62,0.13,65,0.13,-26,-0.05,2287.5,22.88
1143,Exit short,2025-09-25 07:45,Exit Short,24609.75,1,24632.75,46,0.09,47,0.10,-19.5,-0.04,2333.5,23.34
1143,Entry short,2025-09-25 07:32,Short,24632.75,1,24632.75,46,0.09,47,0.10,-19.5,-0.04,2333.5,23.34
1144,Exit short,2025-09-25 08:51,Exit Short,24555.75,1,24611.75,112,0.23,114,0.23,-38,-0.08,2445.5,24.46
1144,Entry short,2025-09-25 07:58,Short,24611.75,1,24611.75,112,0.23,114,0.23,-38,-0.08,2445.5,24.46
1145,Exit short,2025-09-25 14:55,Exit Short,24629,1,24440.25,-377.5,-0.77,1.5,0.00,-513.5,-1.05,2068,20.68
1145,Entry short,2025-09-25 09:59,Short,24440.25,1,24440.25,-377.5,-0.77,1.5,0.00,-513.5,-1.05,2068,20.68
1146,Exit long,2025-09-25 16:01,Exit Long,24638,1,24629,18,0.04,34.5,0.07,-72.5,-0.15,2086,20.86
1146,Entry long,2025-09-25 14:55,Long,24629,1,24629,18,0.04,34.5,0.07,-72.5,-0.15,2086,20.86
1147,Exit long,2025-09-25 23:38,Exit Long,24583.5,1,24658.75,-150.5,-0.31,14,0.03,-153.5,-0.31,1935.5,19.36
1147,Entry long,2025-09-25 18:37,Long,24658.75,1,24658.75,-150.5,-0.31,14,0.03,-153.5,-0.31,1935.5,19.36
1148,Exit short,2025-09-26 01:00,Exit Short,24581,1,24583.5,5,0.01,16.5,0.03,-61.5,-0.13,1940.5,19.41
1148,Entry short,2025-09-25 23:38,Short,24583.5,1,24583.5,5,0.01,16.5,0.03,-61.5,-0.13,1940.5,19.41
1149,Exit long,2025-09-26 14:37,Exit Long,24723.75,1,24712.25,23,0.05,35.5,0.07,-94.5,-0.19,1963.5,19.63
1149,Entry long,2025-09-26 13:27,Long,24712.25,1,24712.25,23,0.05,35.5,0.07,-94.5,-0.19,1963.5,19.63
1150,Exit long,2025-09-26 16:15,Exit Long,24744,1,24727.5,33,0.07,36.5,0.07,-56,-0.11,1996.5,19.97
1150,Entry long,2025-09-26 15:03,Long,24727.5,1,24727.5,33,0.07,36.5,0.07,-56,-0.11,1996.5,19.97
1151,Exit long,2025-09-28 20:47,Exit Long,24806.75,1,24794.25,25,0.05,25,0.05,-3.5,-0.01,2021.5,20.22
1151,Entry long,2025-09-28 20:40,Long,24794.25,1,24794.25,25,0.05,25,0.05,-3.5,-0.01,2021.5,20.22
1152,Exit long,2025-09-28 23:58,Exit Long,24815.75,1,24812.5,6.5,0.01,11,0.02,-15.5,-0.03,2028,20.28
1152,Entry long,2025-09-28 23:12,Long,24812.5,1,24812.5,6.5,0.01,11,0.02,-15.5,-0.03,2028,20.28
1153,Exit short,2025-09-29 09:31,Exit Short,24854.75,1,24861.75,14,0.03,32,0.06,-95.5,-0.19,2042,20.42
1153,Entry short,2025-09-29 07:28,Short,24861.75,1,24861.75,14,0.03,32,0.06,-95.5,-0.19,2042,20.42
1154,Exit short,2025-09-29 11:51,Exit Short,24842.25,1,24868,51.5,0.10,74.5,0.15,-12,-0.02,2093.5,20.94
1154,Entry short,2025-09-29 11:28,Short,24868,1,24868,51.5,0.10,74.5,0.15,-12,-0.02,2093.5,20.94
1155,Exit short,2025-09-29 13:17,Exit Short,24820.25,1,24828.75,17,0.03,57.5,0.12,-75.5,-0.15,2110.5,21.11
1155,Entry short,2025-09-29 12:18,Short,24828.75,1,24828.75,17,0.03,57.5,0.12,-75.5,-0.15,2110.5,21.11
1156,Exit long,2025-09-29 23:43,Exit Long,24854.5,1,24846.5,16,0.03,20.5,0.04,-2.5,-0.01,2126.5,21.27
1156,Entry long,2025-09-29 23:27,Long,24846.5,1,24846.5,16,0.03,20.5,0.04,-2.5,-0.01,2126.5,21.27
1157,Exit short,2025-09-30 02:24,Exit Short,24850,1,24825.5,-49,-0.10,20.5,0.04,-50.5,-0.10,2077.5,20.78
1157,Entry short,2025-09-30 00:58,Short,24825.5,1,24825.5,-49,-0.10,20.5,0.04,-50.5,-0.10,2077.5,20.78
1158,Exit long,2025-09-30 03:34,Exit Long,24791,1,24850,-118,-0.24,12,0.02,-130,-0.26,1959.5,19.60
1158,Entry long,2025-09-30 02:24,Long,24850,1,24850,-118,-0.24,12,0.02,-130,-0.26,1959.5,19.60
1159,Exit short,2025-09-30 03:50,Exit Short,24762.75,1,24791,56.5,0.11,73.5,0.15,-3.5,-0.01,2016,20.16
1159,Entry short,2025-09-30 03:34,Short,24791,1,24791,56.5,0.11,73.5,0.15,-3.5,-0.01,2016,20.16
1160,Exit long,2025-09-30 06:55,Exit Long,24812.75,1,24805.75,14,0.03,30,0.06,-63,-0.13,2030,20.30
1160,Entry long,2025-09-30 05:06,Long,24805.75,1,24805.75,14,0.03,30,0.06,-63,-0.13,2030,20.30
1161,Exit long,2025-09-30 15:30,Exit Long,24861.5,1,24847,29,0.06,40,0.08,-51,-0.10,2059,20.59
1161,Entry long,2025-09-30 15:03,Long,24847,1,24847,29,0.06,40,0.08,-51,-0.10,2059,20.59
1162,Exit short,2025-10-01 01:17,Exit Short,24763.75,1,24768.75,10,0.02,13,0.03,-27.5,-0.06,2069,20.69
1162,Entry short,2025-09-30 23:23,Short,24768.75,1,24768.75,10,0.02,13,0.03,-27.5,-0.06,2069,20.69
1163,Exit short,2025-10-01 02:46,Exit Short,24709.25,1,24745.75,73,0.15,73,0.15,-2.5,-0.01,2142,21.42
1163,Entry short,2025-10-01 02:40,Short,24745.75,1,24745.75,73,0.15,73,0.15,-2.5,-0.01,2142,21.42
1164,Exit long,2025-10-01 05:25,Exit Long,24747,1,24728.75,36.5,0.07,38,0.08,-3.5,-0.01,2178.5,21.79
1164,Entry long,2025-10-01 05:08,Long,24728.75,1,24728.75,36.5,0.07,38,0.08,-3.5,-0.01,2178.5,21.79
1165,Exit long,2025-10-01 07:59,Exit Long,24802,1,24788,28,0.06,29.5,0.06,-9.5,-0.02,2206.5,22.07
1165,Entry long,2025-10-01 07:47,Long,24788,1,24788,28,0.06,29.5,0.06,-9.5,-0.02,2206.5,22.07
1166,Exit long,2025-10-01 11:48,Exit Long,24931.5,1,24908.25,46.5,0.09,56,0.11,-64.5,-0.13,2253,22.53
1166,Entry long,2025-10-01 11:01,Long,24908.25,1,24908.25,46.5,0.09,56,0.11,-64.5,-0.13,2253,22.53
1167,Exit long,2025-10-01 13:07,Exit Long,24977.5,1,24945.5,64,0.13,68.5,0.14,-30.5,-0.06,2317,23.17
1167,Entry long,2025-10-01 12:27,Long,24945.5,1,24945.5,64,0.13,68.5,0.14,-30.5,-0.06,2317,23.17
1168,Exit long,2025-10-01 14:54,Exit Long,25030.5,1,25020.5,20,0.04,33,0.07,-24,-0.05,2337,23.37
1168,Entry long,2025-10-01 14:26,Long,25020.5,1,25020.5,20,0.04,33,0.07,-24,-0.05,2337,23.37
1169,Exit long,2025-10-01 20:22,Exit Long,25037.5,1,25030,15,0.03,25,0.05,-74.5,-0.15,2352,23.52
1169,Entry long,2025-10-01 15:03,Long,25030,1,25030,15,0.03,25,0.05,-74.5,-0.15,2352,23.52
1170,Exit long,2025-10-01 21:54,Exit Long,25070.5,1,25063.75,13.5,0.03,15.5,0.03,-15,-0.03,2365.5,23.66
1170,Entry long,2025-10-01 21:15,Long,25063.75,1,25063.75,13.5,0.03,15.5,0.03,-15,-0.03,2365.5,23.66
1171,Exit long,2025-10-02 04:06,Exit Long,25100.5,1,25085.75,29.5,0.06,37.5,0.07,-24.5,-0.05,2395,23.95
1171,Entry long,2025-10-02 03:38,Long,25085.75,1,25085.75,29.5,0.06,37.5,0.07,-24.5,-0.05,2395,23.95
1172,Exit long,2025-10-02 14:24,Exit Long,25108.75,1,25096.5,24.5,0.05,32.5,0.06,-40.5,-0.08,2419.5,24.20
1172,Entry long,2025-10-02 13:34,Long,25096.5,1,25096.5,24.5,0.05,32.5,0.06,-40.5,-0.08,2419.5,24.20
1173,Exit long,2025-10-02 15:07,Exit Long,25120.25,1,25109,22.5,0.04,28,0.06,-3.5,-0.01,2442,24.42
1173,Entry long,2025-10-02 14:54,Long,25109,1,25109,22.5,0.04,28,0.06,-3.5,-0.01,2442,24.42
1174,Exit long,2025-10-02 20:13,Exit Long,25131.75,1,25122,19.5,0.04,25.5,0.05,-98,-0.20,2461.5,24.62
1174,Entry long,2025-10-02 15:27,Long,25122,1,25122,19.5,0.04,25.5,0.05,-98,-0.20,2461.5,24.62
1175,Exit long,2025-10-03 01:00,Exit Long,25173.5,1,25171,5,0.01,9.5,0.02,-2.5,0.00,2466.5,24.67
1175,Entry long,2025-10-03 00:34,Long,25171,1,25171,5,0.01,9.5,0.02,-2.5,0.00,2466.5,24.67
1176,Exit long,2025-10-03 01:34,Exit Long,25188.5,1,25181.75,13.5,0.03,14,0.03,0,0.00,2480,24.80
1176,Entry long,2025-10-03 01:23,Long,25181.75,1,25181.75,13.5,0.03,14,0.03,0,0.00,2480,24.80
1177,Exit short,2025-10-03 07:18,Exit Short,25152.75,1,25163.25,21,0.04,26,0.05,-15.5,-0.03,2501,25.01
1177,Entry short,2025-10-03 06:59,Short,25163.25,1,25163.25,21,0.04,26,0.05,-15.5,-0.03,2501,25.01
1178,Exit long,2025-10-03 11:25,Exit Long,25142,1,25119.75,44.5,0.09,45.5,0.09,-2,0.00,2545.5,25.46
1178,Entry long,2025-10-03 11:13,Long,25119.75,1,25119.75,44.5,0.09,45.5,0.09,-2,0.00,2545.5,25.46
1179,Exit long,2025-10-05 22:21,Exit Long,25081.75,1,25077.25,9,0.02,9.5,0.02,-8.5,-0.02,2554.5,25.55
1179,Entry long,2025-10-05 21:59,Long,25077.25,1,25077.25,9,0.02,9.5,0.02,-8.5,-0.02,2554.5,25.55
1180,Exit long,2025-10-05 23:04,Exit Long,25087.25,1,25081.5,11.5,0.02,14,0.03,-9.5,-0.02,2566,25.66
1180,Entry long,2025-10-05 22:41,Long,25081.5,1,25081.5,11.5,0.02,14,0.03,-9.5,-0.02,2566,25.66
1181,Exit long,2025-10-06 05:15,Exit Long,25111.5,1,25103,17,0.03,25,0.05,-116,-0.23,2583,25.83
1181,Entry long,2025-10-06 03:17,Long,25103,1,25103,17,0.03,25,0.05,-116,-0.23,2583,25.83
1182,Exit short,2025-10-06 13:51,Exit Short,25226.75,1,25137.75,-178,-0.35,55,0.11,-188.5,-0.37,2405,24.05
1182,Entry short,2025-10-06 10:11,Short,25137.75,1,25137.75,-178,-0.35,55,0.11,-188.5,-0.37,2405,24.05
1183,Exit long,2025-10-06 14:26,Exit Long,25237.25,1,25226.75,21,0.04,22.5,0.04,-16.5,-0.03,2426,24.26
1183,Entry long,2025-10-06 13:51,Long,25226.75,1,25226.75,21,0.04,22.5,0.04,-16.5,-0.03,2426,24.26
1184,Exit short,2025-10-06 18:38,Exit Short,25177,1,25178.5,3,0.01,3.5,0.01,-36.5,-0.07,2429,24.29
1184,Entry short,2025-10-06 16:47,Short,25178.5,1,25178.5,3,0.01,3.5,0.01,-36.5,-0.07,2429,24.29
1185,Exit long,2025-10-07 00:10,Exit Long,25169,1,25162,14,0.03,15,0.03,-8,-0.02,2443,24.43
1185,Entry long,2025-10-06 23:43,Long,25162,1,25162,14,0.03,15,0.03,-8,-0.02,2443,24.43
1186,Exit long,2025-10-07 06:34,Exit Long,25192,1,25179.25,25.5,0.05,31,0.06,-102.5,-0.20,2468.5,24.69
1186,Entry long,2025-10-07 00:56,Long,25179.25,1,25179.25,25.5,0.05,31,0.06,-102.5,-0.20,2468.5,24.69
1187,Exit short,2025-10-07 11:38,Exit Short,25026.5,1,25080.75,108.5,0.22,114.5,0.23,-23.5,-0.05,2577,25.77
1187,Entry short,2025-10-07 11:27,Short,25080.75,1,25080.75,108.5,0.22,114.5,0.23,-23.5,-0.05,2577,25.77
1188,Exit short,2025-10-07 18:48,Exit Short,25079.5,1,25018.75,-121.5,-0.24,67,0.13,-146.5,-0.29,2455.5,24.56
1188,Entry short,2025-10-07 11:47,Short,25018.75,1,25018.75,-121.5,-0.24,67,0.13,-146.5,-0.29,2455.5,24.56
1189,Exit long,2025-10-07 22:28,Exit Long,25088.75,1,25079.5,18.5,0.04,18.5,0.04,-104.5,-0.21,2474,24.74
1189,Entry long,2025-10-07 18:48,Long,25079.5,1,25079.5,18.5,0.04,18.5,0.04,-104.5,-0.21,2474,24.74
1190,Exit short,2025-10-08 02:36,Exit Short,25038.5,1,25046,15,0.03,25.5,0.05,-7,-0.01,2489,24.89
1190,Entry short,2025-10-08 02:23,Short,25046,1,25046,15,0.03,25.5,0.05,-7,-0.01,2489,24.89
1191,Exit long,2025-10-08 04:32,Exit Long,25098.75,1,25088,21.5,0.04,22,0.04,-5.5,-0.01,2510.5,25.11
1191,Entry long,2025-10-08 04:14,Long,25088,1,25088,21.5,0.04,22,0.04,-5.5,-0.01,2510.5,25.11
1192,Exit long,2025-10-08 09:49,Exit Long,25156.5,1,25109.75,93.5,0.19,112.5,0.22,-0.5,0.00,2604,26.04
1192,Entry long,2025-10-08 09:32,Long,25109.75,1,25109.75,93.5,0.19,112.5,0.22,-0.5,0.00,2604,26.04
1193,Exit long,2025-10-08 14:20,Exit Long,25294.75,1,25262.5,64.5,0.13,71,0.14,-58,-0.11,2668.5,26.69
1193,Entry long,2025-10-08 12:11,Long,25262.5,1,25262.5,64.5,0.13,71,0.14,-58,-0.11,2668.5,26.69
1194,Exit long,2025-10-08 15:59,Exit Long,25338.25,1,25317.25,42,0.08,53,0.10,-4,-0.01,2710.5,27.11
1194,Entry long,2025-10-08 15:51,Long,25317.25,1,25317.25,42,0.08,53,0.10,-4,-0.01,2710.5,27.11
1195,Exit long,2025-10-08 18:37,Exit Long,25365.25,1,25359.75,11,0.02,16.5,0.03,-12.5,-0.02,2721.5,27.22
1195,Entry long,2025-10-08 18:10,Long,25359.75,1,25359.75,11,0.02,16.5,0.03,-12.5,-0.02,2721.5,27.22
